id	primary_name	subordinate_name_1	subordinate_name_2	number	dates	qualifier	source_id	rules_id	sort_name	authority_id
6317	Empire State College	NULL	NULL	NULL	NULL	NULL	237	NULL	Empire State College	n83221357
6319	United Telegraph Workers	NULL	NULL	NULL	NULL	NULL	237	NULL	United Telegraph Workers	no92008944
6320	New York State Archives	NULL	NULL	NULL	NULL	NULL	237	NULL	New York State Archives	n80146972
6324	International Brotherhood of Painters and Allied Trades	Painters District Council 9 of New York City	NULL	NULL	NULL	NULL	237	NULL	International Brotherhood of Painters and Allied Trades. Painters District Council 9 of New York City	n81120055
6329	International Association of Bridge, Structural, and Ornamental Iron Workers	Local 361 (New York, N.Y.)	NULL	NULL	NULL	NULL	237	NULL	International Association of Bridge, Structural, and Ornamental Iron Workers. Local 361 (New York, N.Y.)	n88295370
6335	New York Building Congress	NULL	NULL	NULL	NULL	NULL	237	NULL	New York Building Congress	n87898872
6336	San Francisco State University	NULL	NULL	NULL	NULL	NULL	237	NULL	San Francisco State University	n80050781
6343	Schomburg Center for Research in Black Culture	NULL	NULL	NULL	NULL	NULL	237	NULL	Schomburg Center for Research in Black Culture	n81134073
6352	Elmer Holmes Bobst Library	NULL	NULL	NULL	NULL	NULL	237	NULL	Elmer Holmes Bobst Library	n86863821
6356	Warner-Lambert Company	NULL	NULL	NULL	NULL	NULL	237	NULL	Warner-Lambert Company	n86108660
6359	United Office and Professional Workers of America	NULL	NULL	NULL	NULL	NULL	237	NULL	United Office and Professional Workers of America	n88159635
6361	Building Trades Employers' Association	NULL	NULL	NULL	NULL	NULL	237	NULL	Building Trades Employers' Association	n90639874
6365	American Guild of Musical Artists	NULL	NULL	NULL	NULL	NULL	237	NULL	American Guild of Musical Artists	n81125992
6373	New York Foundation for the Arts	NULL	NULL	NULL	NULL	NULL	237	NULL	New York Foundation for the Arts	n80022033
6378	Julius Hemphill Big Band	NULL	NULL	NULL	NULL	NULL	237	NULL	Julius Hemphill Big Band	nr91020644
6379	Julius Hemphill Quartet	NULL	NULL	NULL	NULL	NULL	237	NULL	Julius Hemphill Quartet	n2015066132
6380	Julius Hemphill Sextet	NULL	NULL	NULL	NULL	NULL	237	NULL	Julius Hemphill Sextet	nr97034336
6385	Transport Workers Union of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Transport Workers Union of America	n83147602
6386	Transport Workers Union of America	Local 100	NULL	NULL	NULL	NULL	237	NULL	Transport Workers Union of America. Local 100	n93014355
6393	Workers' Defense League	NULL	NULL	NULL	NULL	NULL	237	NULL	Workers' Defense League	n90665915
6394	International Ladies' Garment Workers' Union	Local 64 (New York, N.Y.)	NULL	NULL	NULL	NULL	237	NULL	International Ladies' Garment Workers' Union. Local 64 (New York, N.Y.)	nr99018022
6396	United States	Anthracite Coal Strike Commission	NULL	NULL	NULL	NULL	237	NULL	United States. Anthracite Coal Strike Commission	n89649148
6398	Textile Workers Union of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Textile Workers Union of America	n81027795
6402	Andolan (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	Andolan (Organization)	no2015059955
6403	Huck/Konopacki labor cartoons	NULL	NULL	NULL	NULL	NULL	237	NULL	Huck/Konopacki labor cartoons	no2010034573
6404	AFSCME	District Council 37 (New York, N.Y.)	NULL	NULL	NULL	NULL	237	NULL	AFSCME. District Council 37 (New York, N.Y.)	n50060174
6406	American Federation of School Administrators	Local 1, Council of Supervisors and Administrators (New York, N.Y.)	NULL	NULL	NULL	NULL	237	NULL	American Federation of School Administrators. Local 1, Council of Supervisors and Administrators (New York, N.Y.)	n89617515
6409	American Communications Association	NULL	NULL	NULL	NULL	NULL	237	NULL	American Communications Association	nr2007007652
6412	American Federation of Television and Radio Artists	NULL	NULL	NULL	NULL	NULL	237	NULL	American Federation of Television and Radio Artists	nr88012164
6417	Labor Party Advocates (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Labor Party Advocates (U.S.)	no93023110
6420	International Brotherhood of Teamsters	NULL	NULL	NULL	NULL	NULL	237	NULL	International Brotherhood of Teamsters	n87890214
6423	Women in the Fire Service (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	Women in the Fire Service (Organization)	no94013255
6425	Asian Pacific American Labor Alliance	NULL	NULL	NULL	NULL	NULL	237	NULL	Asian Pacific American Labor Alliance	nr95035215
6427	United States	Federal Bureau of Investigation	NULL	NULL	NULL	NULL	237	241	United States. Federal Bureau of Investigation	n78095617
6429	Southern Tenant Farmers' Union	NULL	NULL	NULL	NULL	NULL	237	NULL	Southern Tenant Farmers' Union	n79055434
6430	Association for Union Demoracy	Women's Project	NULL	NULL	NULL	NULL	237	241	Association for Union Demoracy. Women's Project	n94053060
6434	Labor Party (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Labor Party (U.S.)	no97009378
6435	Tamiment Library	NULL	NULL	NULL	NULL	NULL	237	NULL	Tamiment Library	n50068362
6436	International Typographical Union	NULL	NULL	NULL	NULL	NULL	237	NULL	International Typographical Union	n50065326
6438	Decca Records (Firm)	NULL	NULL	NULL	NULL	NULL	237	NULL	Decca Records (Firm)	n89641558
6439	Universal Pictures (Firm)	NULL	NULL	NULL	NULL	NULL	237	NULL	Universal Pictures (Firm)	n83146749
6441	Bratmobile (Musical group)	NULL	NULL	NULL	NULL	NULL	237	NULL	Bratmobile (Musical group)	no2003001008
6442	Eye & Ear Theater	NULL	NULL	NULL	NULL	NULL	237	NULL	Eye & Ear Theater	no2018100387
6443	Reference Center for Marxist Studies	NULL	NULL	NULL	NULL	NULL	237	NULL	Reference Center for Marxist Studies	no2008187531
6449	Museum of Modern Art (New York, N.Y.)	Library	NULL	NULL	NULL	NULL	237	NULL	Museum of Modern Art (New York, N.Y.). Library	n85199092
6453	La Mama Experimental Theatre Club	NULL	NULL	NULL	NULL	NULL	237	NULL	La Mama Experimental Theatre Club	nr91043975
6459	United States Naval Academy	NULL	NULL	NULL	NULL	NULL	237	242	United States Naval Academy	n79107936
6463	Service Employees International Union	Local 32B-32J (New York, N.Y.)	NULL	NULL	NULL	NULL	237	NULL	Service Employees International Union. Local 32B-32J (New York, N.Y.)	nr95030761
6467	Coalition of Labor Union Women (U.S.)	New York City Chapter	NULL	NULL	NULL	NULL	237	NULL	Coalition of Labor Union Women (U.S.). New York City Chapter	n88675192
6468	United Food and Commercial Workers International Union	NULL	NULL	NULL	NULL	NULL	237	NULL	United Food and Commercial Workers International Union	n81091624
6471	Cafe Nicholson	NULL	NULL	NULL	NULL	NULL	237	NULL	Cafe Nicholson	no2014131790
6475	Toys in Babeland (Firm)	NULL	NULL	NULL	NULL	NULL	237	242	Toys in Babeland (Firm)	no2005017023
6476	SAG-AFTRA (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	SAG-AFTRA (Organization)	no2012109456
6477	Knights of Columbus	NULL	NULL	NULL	NULL	NULL	237	NULL	Knights of Columbus	n50062223
6478	Friendly Sons of St. Patrick	NULL	NULL	NULL	NULL	NULL	237	NULL	Friendly Sons of St. Patrick	n83189807
6479	American Conference for Irish Studies	NULL	NULL	NULL	NULL	NULL	237	NULL	American Conference for Irish Studies	n85156712
6481	American Association of University Professors	NULL	NULL	NULL	NULL	NULL	237	NULL	American Association of University Professors	n79076108
6482	Daily Worker (New York)	NULL	NULL	NULL	NULL	NULL	237	NULL	Daily Worker (New York)	nb2007004886
6483	Joint Anti-Fascist Refugee Committee	NULL	NULL	NULL	NULL	NULL	237	NULL	Joint Anti-Fascist Refugee Committee	no2009098484
6484	Modern Language Association of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Modern Language Association of America	n78095369
6486	Phi Beta Kappa	NULL	NULL	NULL	NULL	NULL	237	NULL	Phi Beta Kappa	n83001856
6487	United States	Attorney-General	NULL	NULL	NULL	NULL	237	NULL	United States. Attorney-General	n79038418
6489	New York University	Library of Judaica and Hebraica	NULL	NULL	NULL	NULL	237	NULL	New York University. Library of Judaica and Hebraica	n2001020934
6496	National Conference of Jews and Christians (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Conference of Jews and Christians (U.S.)	n87836328
6500	City University of New York	NULL	NULL	NULL	NULL	NULL	237	NULL	City University of New York	n79052227
6504	Columbia University	NULL	NULL	NULL	NULL	NULL	237	NULL	Columbia University	n81024714
6505	United Nations	NULL	NULL	NULL	NULL	NULL	237	NULL	United Nations	n79021345
6506	New York University	School of Social Work	NULL	NULL	NULL	NULL	237	NULL	New York University. School of Social Work	n93113162
6509	University of California, San Diego	NULL	NULL	NULL	NULL	NULL	237	NULL	University of California, San Diego	n79045170
6510	University of Pennsylvania	NULL	NULL	NULL	NULL	NULL	237	NULL	University of Pennsylvania	n79065482
6511	Gould Memorial Library	NULL	NULL	NULL	NULL	NULL	237	242	Gould Memorial Library	no2018014985
6515	Grey Art Gallery & Study Center	NULL	NULL	NULL	NULL	NULL	237	NULL	Grey Art Gallery & Study Center	n79063275
6516	New York University	Art Collection	NULL	NULL	NULL	NULL	237	NULL	New York University. Art Collection	no2007012614
6521	American Bible Society	NULL	NULL	NULL	NULL	NULL	237	242	American Bible Society	n80057270
6522	University of the City of New York	NULL	NULL	NULL	NULL	NULL	237	242	University of the City of New York	n86125329
6523	American Board of Commissioners for Foreign Missions	NULL	NULL	NULL	NULL	NULL	237	242	American Board of Commissioners for Foreign Missions	n50060748
6525	Leonard N. Stern School of Business	NULL	NULL	NULL	NULL	NULL	237	NULL	Leonard N. Stern School of Business	nr89009133
6529	Collegiate Reformed Protestant Dutch Church of the City of New York	NULL	NULL	NULL	NULL	NULL	237	242	Collegiate Reformed Protestant Dutch Church of the City of New York	n84146729
6531	Rutgers Female Institute (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Rutgers Female Institute (New York, N.Y.)	n86076376
6536	Delta Upsilon Fraternity	NULL	NULL	NULL	NULL	NULL	237	NULL	Delta Upsilon Fraternity	n82258372
6538	Chiapas Media Project	NULL	NULL	NULL	NULL	NULL	237	NULL	Chiapas Media Project	nr00037060
6539	Americas Media Initiative	NULL	NULL	NULL	NULL	NULL	237	NULL	Americas Media Initiative	no2012061104
6546	World Festival of Youth and Students for Peace and Friendship	NULL	NULL	NULL	NULL	NULL	237	NULL	World Festival of Youth and Students for Peace and Friendship	n50067597
6550	Ford Foundation	NULL	NULL	NULL	NULL	NULL	237	NULL	Ford Foundation	n79066088
6554	Columbia College (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	242	Columbia College (New York, N.Y.)	n84136055
6556	New York Ophthalmic Hospital	NULL	NULL	NULL	NULL	NULL	237	242	New York Ophthalmic Hospital	n80128423
6560	New York University	College of Arts and Science	NULL	NULL	NULL	NULL	237	NULL	New York University. College of Arts and Science	no96026892
6562	WCBS-TV (Television station : New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	WCBS-TV (Television station : New York, N.Y.)	n85819440
6567	New York University	Graduate School of Business Administration	NULL	NULL	NULL	NULL	237	NULL	New York University. Graduate School of Business Administration	n83042084
6572	Caffe Cino	NULL	NULL	NULL	NULL	NULL	237	242	Caffe Cino	nr2004020670
6573	Daedalus Productions	NULL	NULL	NULL	NULL	NULL	237	NULL	Daedalus Productions	n85026074
6577	New York University	Office of Public Affairs	NULL	NULL	NULL	NULL	237	242	New York University. Office of Public Affairs	no88002077
6579	Tisch School of the Arts	NULL	NULL	NULL	NULL	NULL	237	NULL	Tisch School of the Arts	n85322615
6580	American Chemical Society	NULL	NULL	NULL	NULL	NULL	237	NULL	American Chemical Society	n78088941
6581	Artmakers Inc.	NULL	NULL	NULL	NULL	NULL	237	NULL	Artmakers Inc.	no2012013694
6582	Delta Phi	NULL	NULL	NULL	NULL	NULL	237	NULL	Delta Phi	nr97008013
6585	Andiron Club of New York City	NULL	NULL	NULL	NULL	NULL	237	NULL	Andiron Club of New York City	n85007390
6586	New York University	Department of Classics	NULL	NULL	NULL	NULL	237	NULL	New York University. Department of Classics	nr98032870
6587	Institute of International Finance	NULL	NULL	NULL	NULL	NULL	237	NULL	Institute of International Finance	no94019709
6588	God Is My Co-Pilot (Musical group)	NULL	NULL	NULL	NULL	NULL	237	NULL	God Is My Co-Pilot (Musical group)	n2004067003
6590	Casa Italiana Zerilli-Marimo	NULL	NULL	NULL	NULL	NULL	237	242	Casa Italiana Zerilli-Marimo	nr97002045
6592	New York University	Institute for the Study of the Ancient World	NULL	NULL	NULL	NULL	237	242	New York University. Institute for the Study of the Ancient World	no2008092083
6595	United States Olympic Association	NULL	NULL	NULL	NULL	NULL	237	NULL	United States Olympic Association	n84016987
6596	New York University	School of Law	NULL	NULL	NULL	NULL	237	NULL	New York University. School of Law	n81013381
6597	New York University	Department of Sociology	NULL	NULL	NULL	NULL	237	242	New York University. Department of Sociology	n84052681
6599	Federazione anarchica italiana	NULL	NULL	NULL	NULL	NULL	237	NULL	Federazione anarchica italiana	n79024815
6600	Freie Arbeiterinnen- und Arbeiter-Union	NULL	NULL	NULL	NULL	NULL	237	NULL	Freie Arbeiterinnen- und Arbeiter-Union	nr90022250
6601	Freedom Press (London, England)	NULL	NULL	NULL	NULL	NULL	237	NULL	Freedom Press (London, England)	n93096035
6603	New York University	Libraries	NULL	NULL	NULL	NULL	237	242	New York University. Libraries	n86835515
6605	Scabbard and Blade Fraternity	NULL	NULL	NULL	NULL	NULL	237	NULL	Scabbard and Blade Fraternity	no2005101293
6606	East Thirteenth Street Band	NULL	NULL	NULL	NULL	NULL	237	242	East Thirteenth Street Band	n85269751
6614	Library of Congress	NULL	NULL	NULL	NULL	NULL	237	NULL	Library of Congress	n78089035
6615	St. David's Society of the State of New York	NULL	NULL	NULL	NULL	NULL	237	242	St. David's Society of the State of New York	n50074870
6618	Brooklyn College	Faculty	NULL	NULL	NULL	NULL	237	242	Brooklyn College. Faculty	n90601209
6620	Washington Square College	NULL	NULL	NULL	NULL	NULL	237	242	Washington Square College	no89010189
6621	United States	Department of Health, Education, and Welfare	NULL	NULL	NULL	NULL	237	242	United States. Department of Health, Education, and Welfare	n79006771
6624	Illinois State Federation of Labor	NULL	NULL	NULL	NULL	NULL	237	NULL	Illinois State Federation of Labor	no97044664
6625	Illinois State AFL-CIO	NULL	NULL	NULL	NULL	NULL	237	NULL	Illinois State AFL-CIO	n79090826
6626	New England Historic Genealogical Society	NULL	NULL	NULL	NULL	NULL	237	242	New England Historic Genealogical Society	n80049833
6627	Germany	Heer	Infanteriedivision (1941-1943), 250.	NULL	NULL	NULL	237	NULL	Germany. Heer. Infanteriedivision (1941-1943), 250.	n82112065
6632	Studio 54 (Nightclub)	NULL	NULL	NULL	NULL	NULL	237	242	Studio 54 (Nightclub)	n96106699
6636	Frederieke Taylor Gallery	NULL	NULL	NULL	NULL	NULL	237	242	Frederieke Taylor Gallery	nr2005029949
6637	Frederieke Taylor/Tz'art Gallery	NULL	NULL	NULL	NULL	NULL	237	242	Frederieke Taylor/Tz'art Gallery	nr99001994
6641	Jesus Jones (Musical group)	NULL	NULL	NULL	NULL	NULL	237	242	Jesus Jones (Musical group)	n92019929
6642	Social Democratic Federation of America	NULL	NULL	NULL	NULL	NULL	237	NULL	Social Democratic Federation of America	n80089532
6643	Organization of American Historians	NULL	NULL	NULL	NULL	NULL	237	NULL	Organization of American Historians	n50003494
6645	New York (State)	Legislature	Joint Legislative Committee to Investigate the Educational System of the State of New York	NULL	NULL	NULL	237	NULL	New York (State). Legislature. Joint Legislative Committee to Investigate the Educational System of the State of New York	no2007055194
6648	Vier5 (Designers)	NULL	NULL	NULL	NULL	NULL	237	242	Vier5 (Designers)	n2007036190
6650	New York University	Polytechnic School of Engineering	NULL	NULL	NULL	NULL	237	NULL	New York University. Polytechnic School of Engineering	no2015156315
6652	New York University	Tandon School of Engineering	NULL	NULL	NULL	NULL	237	NULL	New York University. Tandon School of Engineering	no2015156334
6654	New York (State)	Department of Health	NULL	NULL	NULL	NULL	237	NULL	New York (State). Department of Health	n50002931
6656	Jewish Home and Hospital for Aged (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Jewish Home and Hospital for Aged (New York, N.Y.)	n2013185086
6660	Research Institute for the Study of Man	NULL	NULL	NULL	NULL	NULL	237	NULL	Research Institute for the Study of Man	n50070936
6664	Dartmouth College	Department of Music	NULL	NULL	NULL	NULL	237	242	Dartmouth College. Department of Music	n88021223
6665	Mills College	Center for Contemporary Music	NULL	NULL	NULL	NULL	237	242	Mills College. Center for Contemporary Music	n87814179
6666	Frog Peak Music	NULL	NULL	NULL	NULL	NULL	237	242	Frog Peak Music	no96013383
6667	Lingua Press	NULL	NULL	NULL	NULL	NULL	237	242	Lingua Press	nr88007416
6668	Tisch School of the Arts	Department of Photography and Imaging	NULL	NULL	NULL	NULL	237	NULL	Tisch School of the Arts. Department of Photography and Imaging	no00097427
6669	New York University	Center on Law and Security	NULL	NULL	NULL	NULL	237	NULL	New York University. Center on Law and Security	no2005014649
6673	United States	Works Progress Administration	NULL	NULL	NULL	NULL	237	242	United States. Works Progress Administration	n81081809
6675	National Coalition to Abolish the Death Penalty (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Coalition to Abolish the Death Penalty (U.S.)	no88006434
6677	American Art Therapy Association	NULL	NULL	NULL	NULL	NULL	237	NULL	American Art Therapy Association	n79117877
6680	University Place Presbyterian Church (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	University Place Presbyterian Church (New York, N.Y.)	n85185994
6681	Hudson Guild (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Hudson Guild (New York, N.Y.)	no98105553
6687	American National Red Cross	NULL	NULL	NULL	NULL	NULL	237	NULL	American National Red Cross	n79096723
6689	Coors Brewing Company	NULL	NULL	NULL	NULL	NULL	237	NULL	Coors Brewing Company	no95038427
6692	New York University	School of Engineering and Science	NULL	NULL	NULL	NULL	237	NULL	New York University. School of Engineering and Science	n79034394
6694	New York University	College of Engineering	NULL	NULL	NULL	NULL	237	242	New York University. College of Engineering	no93002872
6698	New York University	Department of Music	NULL	NULL	NULL	NULL	237	NULL	New York University. Department of Music	n80049112
6704	Independent Order of Odd Fellows	NULL	NULL	NULL	NULL	NULL	237	NULL	Independent Order of Odd Fellows	n85244181
6705	New York University	Department of Physics	NULL	NULL	NULL	NULL	237	241	New York University. Department of Physics	n82127044
6706	New York University	Graduate School of Arts and Science	NULL	NULL	NULL	NULL	237	NULL	New York University. Graduate School of Arts and Science	n85007451
6708	University of the City of New York	Medical Department	NULL	NULL	NULL	NULL	237	NULL	University of the City of New York. Medical Department	n97800314
6728	Bellevue Hospital Medical College	NULL	NULL	NULL	NULL	NULL	237	NULL	Bellevue Hospital Medical College	n79096772
6729	NYU Press	NULL	NULL	NULL	NULL	NULL	237	NULL	NYU Press	nb2007012673
6731	Psi Upsilon Fraternity	NULL	NULL	NULL	NULL	NULL	237	242	Psi Upsilon Fraternity	n84129776
6736	Leslie/Lohman Museum of Gay and Lesbian Art	NULL	NULL	NULL	NULL	NULL	237	242	Leslie/Lohman Museum of Gay and Lesbian Art	no2011186415
6738	Cockettes (Theatrical troupe)	NULL	NULL	NULL	NULL	NULL	237	242	Cockettes (Theatrical troupe)	no2003031005
6740	Peace Action (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	Peace Action (Organization)	no93026557
6741	SANE/FREEZE: Campaign for Global Security	NULL	NULL	NULL	NULL	NULL	237	NULL	SANE/FREEZE: Campaign for Global Security	no91002071
6742	Economists Against the Arms Race (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	Economists Against the Arms Race (Organization)	nb2006025140
6743	Advocates for Children (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Advocates for Children (New York, N.Y.)	n85142734
6744	Economists Allied for Arms Reduction (Organization)	NULL	NULL	NULL	NULL	NULL	237	NULL	Economists Allied for Arms Reduction (Organization)	nr95006021
6748	Social Investment Forum (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Social Investment Forum (U.S.)	no90006659
6750	Working Class Movement Library (Salford, Greater Manchester, England)	NULL	NULL	NULL	NULL	NULL	237	242	Working Class Movement Library (Salford, Greater Manchester, England)	nb2005003812
6752	Affirmative Action Coordinating Center	NULL	NULL	NULL	NULL	NULL	237	NULL	Affirmative Action Coordinating Center	nr92036857
6753	National Committee to Overturn the Bakke Decision (U.S.)	NULL	NULL	NULL	NULL	NULL	237	NULL	National Committee to Overturn the Bakke Decision (U.S.)	n87863090
6754	Kaiser Aluminum and Chemical Corporation	NULL	NULL	NULL	NULL	NULL	237	NULL	Kaiser Aluminum and Chemical Corporation	n80089429
6755	Brennan Center for Justice	NULL	NULL	NULL	NULL	NULL	237	NULL	Brennan Center for Justice	no97003881
6757	Society for Cinema Studies	NULL	NULL	NULL	NULL	NULL	237	NULL	Society for Cinema Studies	nr88001336
6758	Society for Cinema and Media Studies	NULL	NULL	NULL	NULL	NULL	237	NULL	Society for Cinema and Media Studies	no2008032995
6759	Society of Cinematologists	NULL	NULL	NULL	NULL	NULL	237	NULL	Society of Cinematologists	no92026177
6765	Partido Comunista de Cuba	NULL	NULL	NULL	NULL	NULL	237	242	Partido Comunista de Cuba	n81110816
6769	Trotskyist Organizing Committee	NULL	NULL	NULL	NULL	NULL	237	NULL	Trotskyist Organizing Committee	no2011169442
6781	Joint Board, Fur, Leather & Machine Workers Union	NULL	NULL	NULL	NULL	NULL	237	242	Joint Board, Fur, Leather & Machine Workers Union	n88616018
6782	United States	National Labor Relations Board	NULL	NULL	NULL	NULL	237	NULL	United States. National Labor Relations Board	n79022254
6790	Teachers' Union of the City of New York	NULL	NULL	NULL	NULL	NULL	237	NULL	Teachers' Union of the City of New York	n91009416
6792	Teachers Action Caucus	NULL	NULL	NULL	NULL	NULL	237	NULL	Teachers Action Caucus	no98004696
6794	New York University	College of Dentistry	NULL	NULL	NULL	NULL	237	NULL	New York University. College of Dentistry	n85271318
6795	Veterans of the Abraham Lincoln Brigade	NULL	NULL	NULL	NULL	NULL	237	NULL	Veterans of the Abraham Lincoln Brigade	n88119969
6796	Abraham Lincoln Brigade Archives	NULL	NULL	NULL	NULL	NULL	237	NULL	Abraham Lincoln Brigade Archives	n88119968
6797	Stonewall Inn (New York, N.Y.)	NULL	NULL	NULL	NULL	NULL	237	NULL	Stonewall Inn (New York, N.Y.)	no2016123635
6798	New York University	Skirball Department of Hebrew and Judaic Studies	NULL	NULL	NULL	NULL	237	242	New York University. Skirball Department of Hebrew and Judaic Studies	n2006009983
6802	Industrial Workers of the World	G.R.U. Branch (New York, N.Y.)	NULL	NULL	NULL	NULL	237	NULL	Industrial Workers of the World. G.R.U. Branch (New York, N.Y.)	nr93047846
6803	Institute of Race Relations	NULL	NULL	NULL	NULL	NULL	237	NULL	Institute of Race Relations	n80051842
6804	International Association for Caribbean Archaeology	NULL	NULL	NULL	NULL	NULL	237	NULL	International Association for Caribbean Archaeology	n94104989
6806	International Ladies' Garment Workers' Union	NULL	NULL	NULL	NULL	NULL	237	NULL	International Ladies' Garment Workers' Union	n50060238
6808	Island Resources Foundation (United States Virgin Islands)	NULL	NULL	NULL	NULL	NULL	237	NULL	Island Resources Foundation (United States Virgin Islands)	n78019674
6809	American Federation of Labor	International Labor Relations Department	NULL	NULL	NULL	NULL	237	NULL	American Federation of Labor. International Labor Relations Department	no98132954
6812	Anguilla	Agriculture & Fisheries Department	NULL	NULL	NULL	NULL	237	NULL	Anguilla. Agriculture & Fisheries Department	n84069221
6813	Anguilla	Department of Tourism	NULL	NULL	NULL	NULL	237	NULL	Anguilla. Department of Tourism	n84124081
6814	Anguilla	Ministry of Natural Resources and Tourism	NULL	NULL	NULL	NULL	237	NULL	Anguilla. Ministry of Natural Resources and Tourism	n86825030
6815	Anguilla	Statistical Branch	Development & Planning Unit	NULL	NULL	NULL	237	NULL	Anguilla. Statistical Branch. Development & Planning Unit	n88207729
6816	Antigua and Barbuda	Ministry of Education, Culture, Youth, Women's Affairs & Sports	NULL	NULL	NULL	NULL	237	NULL	Antigua and Barbuda. Ministry of Education, Culture, Youth, Women's Affairs & Sports	n85141227
6817	Antigua and Barbuda	Women's Desk	NULL	NULL	NULL	NULL	237	NULL	Antigua and Barbuda. Women's Desk	n85141226
6819	Antigua	Medical Department	NULL	NULL	NULL	NULL	237	NULL	Antigua. Medical Department	n2004122273
6820	Association of Caribbean Universities and Research Institutes	NULL	NULL	NULL	NULL	NULL	237	NULL	Association of Caribbean Universities and Research Institutes	n79143119
6821	AFL-CIO	NULL	NULL	NULL	NULL	NULL	237	NULL	AFL-CIO	n79086831
6822	AFL-CIO	New York City Central Labor Council	NULL	NULL	NULL	NULL	237	NULL	AFL-CIO. New York City Central Labor Council	nr98011389
6826	New York University in Shanghai	NULL	NULL	NULL	NULL	NULL	237	NULL	New York University in Shanghai	no2016047105
6827	Young People's Socialist League	NULL	NULL	NULL	NULL	NULL	237	NULL	Young People's Socialist League	n88057383
6828	W.E.B. Du Bois Clubs of America	NULL	NULL	NULL	NULL	NULL	237	NULL	W.E.B. Du Bois Clubs of America	no88002868
6829	Leibovit Productions	NULL	NULL	NULL	NULL	NULL	237	NULL	Leibovit Productions	n88274470
6830	Washington Office on Haiti	NULL	NULL	NULL	NULL	NULL	237	NULL	Washington Office on Haiti	no2011148715
6833	Workers' and Farmers' Party (Trinidad and Tobago)	NULL	NULL	NULL	NULL	NULL	237	NULL	Workers' and Farmers' Party (Trinidad and Tobago)	n88126162
6840	Jamaica National Investment Promotion (Agency)	NULL	NULL	NULL	NULL	NULL	237	NULL	Jamaica National Investment Promotion (Agency)	n84005780
6842	International Photographers of the Motion Picture Industry	NULL	NULL	NULL	NULL	NULL	237	NULL	International Photographers of the Motion Picture Industry	no00009319
6844	United States Virgin Islands	NULL	NULL	NULL	NULL	NULL	237	NULL	United States Virgin Islands	n80125675
6847	Jamaica	Department of Agriculture	NULL	NULL	NULL	NULL	237	NULL	Jamaica. Department of Agriculture	n50053745
6849	Jamaica	Department of Housing	NULL	NULL	NULL	NULL	237	NULL	Jamaica. Department of Housing	n81138241
6850	United States Virgin Islands	Bureau of Vital Records and Statistical Services	NULL	NULL	NULL	NULL	237	NULL	United States Virgin Islands. Bureau of Vital Records and Statistical Services	n81093136
6851	Jamaica	Department of Mines	NULL	NULL	NULL	NULL	237	NULL	Jamaica. Department of Mines	n50053753
6853	United States Virgin Islands	Department of Commerce	Office of Policy Planning and Research	NULL	NULL	NULL	237	NULL	United States Virgin Islands. Department of Commerce. Office of Policy Planning and Research	n83022847
6855	United States Virgin Islands	Department of Conservation and Cultural Affairs	NULL	NULL	NULL	NULL	237	NULL	United States Virgin Islands. Department of Conservation and Cultural Affairs	n50063819
6857	Jamaica	Department of Statistics	NULL	NULL	NULL	NULL	237	NULL	Jamaica. Department of Statistics	n80035842
6862	Jamaica	Ministry of Development Planning and Production	NULL	NULL	NULL	NULL	237	NULL	Jamaica. Ministry of Development Planning and Production	no2013087481
6867	United States Virgin Islands	Department of Labor	NULL	NULL	NULL	NULL	237	NULL	United States Virgin Islands. Department of Labor	n50063822
6869	John Churchill & Sons	NULL	NULL	NULL	NULL	NULL	237	NULL	John Churchill & Sons	no2008110354
6874	United Federation of Teachers	Italian-American Studies Committee	NULL	NULL	NULL	NULL	237	NULL	United Federation of Teachers. Italian-American Studies Committee	n87130614
6876	United States	Department of Justice	Office of the Inspector General	NULL	NULL	NULL	237	NULL	United States. Department of Justice. Office of the Inspector General	n88281122
6878	United States	Department of Justice	Office of Information Policy	NULL	NULL	NULL	237	NULL	United States. Department of Justice. Office of Information Policy	no2009151515
6880	United States	Alien Registration Act, 1940	NULL	NULL	NULL	NULL	237	NULL	United States. Alien Registration Act, 1940	n98113000
